id,is_certified,user_id,assignment_id
1,True,1,1
2,True,1,2
3,False,1,3
4,True,1,4
5,False,1,5
6,True,1,6
7,False,1,7
8,True,1,8
9,True,1,9
10,True,1,10
11,True,2,11
12,True,2,12
13,True,2,13
14,False,2,14
15,True,2,15
16,True,2,16
17,True,2,17
18,True,2,18
19,True,2,19
20,True,2,20
21,True,2,21
22,True,3,22
23,True,3,23
24,False,3,24
25,False,3,25
26,True,3,26
27,True,3,27
28,True,3,28
29,False,3,29
30,False,3,30
31,False,3,31
32,True,3,32
33,True,3,33
34,True,3,34
35,False,4,35
36,False,4,36
37,False,4,37
38,True,4,38
39,True,4,39
40,True,4,40
41,True,4,41
42,False,4,42
43,True,4,43
44,True,4,44
45,True,4,45
46,True,4,46
47,False,4,47
48,False,4,48
49,True,4,49
50,True,5,50
51,True,5,51
52,False,5,52
53,True,5,53
54,False,5,54
55,True,5,55
56,True,5,56
57,True,5,57
58,True,5,58
59,True,5,59
60,True,5,60
61,True,5,61
62,True,5,62
63,True,5,63
64,False,5,64
65,False,6,65
66,True,6,66
67,False,6,67
68,True,6,68
69,True,6,69
70,True,6,70
71,False,6,71
72,True,6,72
73,False,6,73
74,True,6,74
75,True,6,75
76,False,6,76
77,False,6,77
78,True,6,78
79,True,6,79
80,True,7,80
81,True,7,81
82,True,7,82
83,False,7,83
84,False,7,84
85,True,7,85
86,False,7,86
87,True,7,87
88,True,7,88
89,True,7,89
90,False,7,90
91,True,7,91
92,True,8,92
93,True,8,93
94,True,8,94
95,True,8,95
96,False,8,96
97,True,8,97
98,False,8,98
99,True,8,99
100,True,8,100
101,True,8,101
102,False,8,102
103,False,9,103
104,True,9,104
105,False,9,105
106,True,9,106
107,False,9,107
108,False,9,108
109,False,9,109
110,False,9,110
111,False,9,111
112,True,9,112
113,True,9,113
114,True,9,114
115,True,9,115
116,True,9,116
117,True,10,117
118,True,10,118
119,True,10,119
120,True,10,120
121,True,10,121
122,True,10,122
123,True,10,123
124,False,10,124
125,True,10,125
126,False,10,126
127,False,11,127
128,True,11,128
129,True,11,129
130,False,11,130
131,True,11,131
132,False,11,132
133,True,11,133
134,True,11,134
135,True,11,135
136,False,11,136
137,True,12,137
138,True,12,138
139,True,12,139
140,True,12,140
141,True,12,141
142,False,12,142
143,True,12,143
144,True,12,144
145,True,12,145
146,False,12,146
147,True,13,147
148,True,13,148
149,True,13,149
150,True,13,150
151,False,13,151
152,True,13,152
153,True,13,153
154,True,13,154
155,True,13,155
156,True,13,156
157,True,13,157
158,False,13,158
159,True,14,159
160,False,14,160
161,True,14,161
162,True,14,162
163,False,14,163
164,True,14,164
165,False,14,165
166,False,14,166
167,True,14,167
168,True,14,168
169,True,14,169
170,True,14,170
171,True,15,171
