id,is_certified,assignment_id,user_id,image
1,True,1,1,null
2,True,2,1,null
3,True,3,1,null
4,True,4,1,null
5,True,5,1,null
6,True,6,1,null
7,False,7,1,null
8,True,8,1,null
9,True,9,1,null
10,True,10,1,null
11,False,11,1,null
12,False,12,1,null
13,False,13,2,null
14,False,14,2,null
15,False,15,2,null
16,True,16,2,null
17,True,17,2,null
18,True,18,2,null
19,False,19,2,null
20,True,20,2,null
21,True,21,2,null
22,True,22,2,null
23,True,23,3,null
24,True,24,3,null
25,True,25,3,null
26,True,26,3,null
27,True,27,3,null
28,True,28,3,null
29,True,29,3,null
30,True,30,3,null
31,True,31,3,null
32,True,32,3,null
33,False,33,3,null
34,True,34,3,null
35,True,35,3,null
36,True,36,3,null
37,False,37,4,null
38,True,38,4,null
39,True,39,4,null
40,True,40,4,null
41,True,41,4,null
42,False,42,4,null
43,True,43,4,null
44,False,44,4,null
45,True,45,4,null
46,False,46,4,null
47,True,47,4,null
48,True,48,4,null
49,True,49,5,null
50,True,50,5,null
51,True,51,5,null
52,False,52,5,null
53,False,53,5,null
54,True,54,5,null
55,True,55,5,null
56,False,56,5,null
57,True,57,5,null
58,False,58,5,null
59,True,59,5,null
60,True,60,5,null
61,False,61,6,null
62,False,62,6,null
63,True,63,6,null
64,True,64,6,null
65,True,65,6,null
66,False,66,6,null
67,False,67,6,null
68,True,68,6,null
69,True,69,6,null
70,True,70,6,null
71,True,71,6,null
72,True,72,6,null
73,True,73,7,null
74,True,74,7,null
75,True,75,7,null
76,False,76,7,null
77,True,77,7,null
78,True,78,7,null
79,True,79,7,null
80,True,80,7,null
81,True,81,7,null
82,False,82,7,null
83,False,83,7,null
84,True,84,8,null
85,True,85,8,null
86,False,86,8,null
87,True,87,8,null
88,True,88,8,null
89,False,89,8,null
90,True,90,8,null
91,True,91,8,null
92,True,92,8,null
93,True,93,8,null
94,True,94,8,null
95,False,95,8,null
96,True,96,8,null
97,True,97,8,null
98,True,98,8,null
99,True,99,9,null
100,True,100,9,null
101,False,101,9,null
102,True,102,9,null
103,False,103,9,null
104,True,104,9,null
105,True,105,9,null
106,True,106,9,null
107,True,107,9,null
108,True,108,9,null
109,True,109,9,null
110,True,110,9,null
111,True,111,9,null
112,True,112,9,null
113,True,113,10,null
114,False,114,10,null
115,True,115,10,null
116,True,116,10,null
117,True,117,10,null
118,True,118,10,null
119,True,119,10,null
120,True,120,10,null
121,True,121,10,null
122,False,122,10,null
123,True,123,11,null
124,True,124,11,null
125,True,125,11,null
126,True,126,11,null
127,False,127,11,null
128,True,128,11,null
129,True,129,11,null
130,True,130,11,null
131,True,131,11,null
132,True,132,11,null
133,True,133,11,null
134,True,134,11,null
135,True,135,12,null
136,True,136,12,null
137,True,137,12,null
138,True,138,12,null
139,False,139,12,null
140,True,140,12,null
141,True,141,12,null
142,True,142,12,null
143,False,143,12,null
144,True,144,12,null
145,False,145,12,null
146,True,146,12,null
147,True,147,12,null
148,True,148,12,null
149,True,149,12,null
150,True,150,13,null
151,True,151,13,null
152,False,152,13,null
153,True,153,13,null
154,True,154,13,null
155,True,155,13,null
156,True,156,13,null
157,True,157,13,null
158,True,158,13,null
159,True,159,13,null
160,False,160,13,null
161,True,161,13,null
162,True,162,13,null
163,True,163,13,null
164,False,164,14,null
165,False,165,14,null
166,True,166,14,null
167,False,167,14,null
168,True,168,14,null
169,True,169,14,null
170,True,170,14,null
171,True,171,14,null
172,True,172,14,null
173,True,173,14,null
174,True,174,14,null
175,True,175,14,null
176,True,176,14,null
177,False,177,14,null
178,True,178,15,null
179,True,179,15,null
180,True,180,15,null
181,True,181,15,null
182,True,182,15,null
183,False,183,15,null
184,True,184,15,null
185,True,185,15,null
186,False,186,15,null
187,True,187,15,null
188,True,188,15,null
189,False,189,15,null
190,True,190,15,null
191,False,191,16,null
192,True,192,16,null
193,True,193,16,null
194,False,194,16,null
195,True,195,16,null
196,False,196,16,null
197,True,197,16,null
