id,user_id,course_id,progress,assignment_date,quiz_score,engagement_score,assignment_grade
1,1,166,100,2024-10-10T09:51:37.483368,94,67,81
2,1,17,100,2024-10-10T09:51:37.483368,92,91,69
3,1,12,100,2024-10-10T09:51:37.483368,67,80,85
4,1,13,100,2024-10-10T09:51:37.483368,89,63,67
5,1,20,100,2024-10-10T09:51:37.483368,93,97,57
6,1,150,100,2024-10-10T09:51:37.483368,65,80,84
7,1,113,100,2024-10-10T09:51:37.483368,57,89,50
8,1,187,100,2024-10-10T09:51:37.483368,93,60,67
9,1,136,100,2024-10-10T09:51:37.483368,60,92,76
10,1,62,100,2024-10-10T09:51:37.483368,88,85,98
11,1,131,100,2024-10-10T09:51:37.483368,73,52,66
12,1,31,100,2024-10-10T09:51:37.483368,51,55,58
13,2,17,100,2024-10-10T09:51:37.483368,52,53,64
14,2,166,100,2024-10-10T09:51:37.483368,73,83,50
15,2,12,100,2024-10-10T09:51:37.483368,61,77,61
16,2,20,100,2024-10-10T09:51:37.483368,97,82,67
17,2,13,100,2024-10-10T09:51:37.483368,98,72,87
18,2,57,100,2024-10-10T09:51:37.483368,58,57,97
19,2,86,100,2024-10-10T09:51:37.483368,50,55,86
20,2,19,100,2024-10-10T09:51:37.483368,87,95,84
21,2,50,100,2024-10-10T09:51:37.483368,96,53,61
22,2,65,100,2024-10-10T09:51:37.483368,90,57,67
23,3,13,100,2024-10-10T09:51:37.483368,78,83,62
24,3,17,100,2024-10-10T09:51:37.483368,98,62,82
25,3,20,100,2024-10-10T09:51:37.483368,98,67,98
26,3,166,100,2024-10-10T09:51:37.483368,100,63,81
27,3,12,100,2024-10-10T09:51:37.483368,100,80,64
28,3,135,100,2024-10-10T09:51:37.483368,99,73,100
29,3,131,100,2024-10-10T09:51:37.483368,99,89,63
30,3,41,100,2024-10-10T09:51:37.483368,100,65,62
31,3,169,100,2024-10-10T09:51:37.483368,67,72,93
32,3,109,100,2024-10-10T09:51:37.483368,89,73,77
33,3,64,100,2024-10-10T09:51:37.483368,50,97,76
34,3,115,100,2024-10-10T09:51:37.483368,72,79,88
35,3,18,100,2024-10-10T09:51:37.483368,81,98,66
36,3,73,100,2024-10-10T09:51:37.483368,95,64,65
