id,user_id,course_id,progress,assignment_date,quiz_score,engagement_score,assignment_grade
1,1,12,100,2024-10-09 08:41:27.914000,68.0,53,88
2,1,17,100,2024-10-09 08:41:27.914000,86.0,71,72
3,1,13,100,2024-10-09 08:41:27.914000,72.0,76,64
4,1,166,100,2024-10-09 08:41:27.914000,93.0,96,78
5,1,20,100,2024-10-09 08:41:27.914000,66.0,89,53
6,1,100,100,2024-10-09 08:41:27.914000,87.0,99,54
7,1,182,100,2024-10-09 08:41:27.914000,73.0,65,51
8,1,142,100,2024-10-09 08:41:27.914000,62.0,70,86
9,1,78,100,2024-10-09 08:41:27.914000,97.0,61,77
10,1,123,100,2024-10-09 08:41:27.914000,94.0,71,71
11,2,166,100,2024-10-09 08:41:27.914000,90.0,100,91
12,2,20,100,2024-10-09 08:41:27.914000,55.0,61,100
13,2,13,100,2024-10-09 08:41:27.914000,85.0,63,99
14,2,12,100,2024-10-09 08:41:27.914000,60.0,99,54
15,2,17,100,2024-10-09 08:41:27.914000,89.0,79,75
16,2,29,100,2024-10-09 08:41:27.914000,75.0,75,68
17,2,177,100,2024-10-09 08:41:27.914000,84.0,70,63
18,2,111,100,2024-10-09 08:41:27.914000,62.0,88,81
19,2,143,100,2024-10-09 08:41:27.914000,82.0,79,58
20,2,170,100,2024-10-09 08:41:27.914000,80.0,100,93
21,2,64,100,2024-10-09 08:41:27.914000,90.0,87,94
22,3,12,100,2024-10-09 08:41:27.914000,96.0,76,59
23,3,166,100,2024-10-09 08:41:27.914000,71.0,80,88
24,3,13,100,2024-10-09 08:41:27.914000,58.0,59,56
25,3,17,100,2024-10-09 08:41:27.914000,61.0,50,71
26,3,81,100,2024-10-09 08:41:27.914000,93.0,99,56
27,3,15,100,2024-10-09 08:41:27.914000,62.0,59,88
28,3,48,100,2024-10-09 08:41:27.914000,95.0,96,58
29,3,140,100,2024-10-09 08:41:27.914000,66.0,71,50
30,3,116,100,2024-10-09 08:41:27.914000,60.0,69,60
31,3,183,100,2024-10-09 08:41:27.914000,67.0,69,71
32,3,31,100,2024-10-09 08:41:27.914000,84.0,92,76
33,3,165,100,2024-10-09 08:41:27.914000,71.0,89,100
34,3,148,100,2024-10-09 08:41:27.914000,88.0,89,56
35,4,12,100,2024-10-09 08:41:27.914000,54.0,84,50
36,4,20,100,2024-10-09 08:41:27.914000,69.0,77,56
37,4,17,100,2024-10-09 08:41:27.914000,54.0,51,67
38,4,166,100,2024-10-09 08:41:27.914000,100.0,81,94
39,4,13,100,2024-10-09 08:41:27.914000,91.0,57,64
40,4,33,100,2024-10-09 08:41:27.914000,92.0,84,97
41,4,186,100,2024-10-09 08:41:27.914000,75.0,82,85
42,4,105,100,2024-10-09 08:41:27.914000,51.0,58,84
43,4,24,100,2024-10-09 08:41:27.914000,89.0,96,59
44,4,42,100,2024-10-09 08:41:27.914000,99.0,85,71
45,4,78,100,2024-10-09 08:41:27.914000,98.0,88,81
46,4,168,100,2024-10-09 08:41:27.914000,85.0,99,64
47,4,160,100,2024-10-09 08:41:27.914000,66.0,96,63
48,4,169,100,2024-10-09 08:41:27.914000,70.0,76,68
49,4,197,100,2024-10-09 08:41:27.914000,81.0,83,56
50,5,166,100,2024-10-09 08:41:27.914000,65.0,76,82
51,5,17,100,2024-10-09 08:41:27.914000,92.0,90,80
52,5,12,100,2024-10-09 08:41:27.914000,52.0,52,85
53,5,20,100,2024-10-09 08:41:27.914000,86.0,71,65
54,5,13,100,2024-10-09 08:41:27.914000,65.0,96,63
55,5,65,100,2024-10-09 08:41:27.914000,95.0,87,68
56,5,38,100,2024-10-09 08:41:27.914000,94.0,50,98
57,5,135,100,2024-10-09 08:41:27.914000,79.0,55,98
58,5,75,100,2024-10-09 08:41:27.914000,95.0,63,73
59,5,159,100,2024-10-09 08:41:27.914000,84.0,91,63
60,5,179,100,2024-10-09 08:41:27.914000,99.0,68,76
61,5,182,100,2024-10-09 08:41:27.914000,79.0,95,81
62,5,32,100,2024-10-09 08:41:27.914000,94.0,52,76
63,5,188,100,2024-10-09 08:41:27.914000,60.0,57,88
64,5,154,100,2024-10-09 08:41:27.914000,53.0,64,70
65,6,17,100,2024-10-09 08:41:27.914000,77.0,93,54
66,6,12,100,2024-10-09 08:41:27.914000,91.0,69,57
67,6,20,100,2024-10-09 08:41:27.914000,54.0,96,74
68,6,166,100,2024-10-09 08:41:27.914000,77.0,50,97
69,6,90,100,2024-10-09 08:41:27.914000,81.0,51,88
70,6,200,100,2024-10-09 08:41:27.914000,100.0,60,56
71,6,59,100,2024-10-09 08:41:27.914000,60.0,54,76
72,6,143,100,2024-10-09 08:41:27.914000,90.0,87,91
73,6,163,100,2024-10-09 08:41:27.914000,51.0,86,81
74,6,30,100,2024-10-09 08:41:27.914000,63.0,76,77
75,6,71,100,2024-10-09 08:41:27.914000,84.0,52,72
76,6,194,100,2024-10-09 08:41:27.914000,51.0,75,50
77,6,64,100,2024-10-09 08:41:27.914000,57.0,55,84
78,6,1,100,2024-10-09 08:41:27.914000,75.0,79,71
79,6,141,100,2024-10-09 08:41:27.914000,93.0,84,64
80,7,13,100,2024-10-09 08:41:27.914000,96.0,70,79
81,7,12,100,2024-10-09 08:41:27.914000,69.0,97,72
82,7,166,100,2024-10-09 08:41:27.914000,72.0,75,95
83,7,20,100,2024-10-09 08:41:27.914000,53.0,99,55
84,7,17,100,2024-10-09 08:41:27.914000,53.0,90,73
85,7,32,100,2024-10-09 08:41:27.914000,92.0,51,64
86,7,109,100,2024-10-09 08:41:27.914000,70.0,63,67
87,7,151,100,2024-10-09 08:41:27.914000,96.0,55,96
88,7,21,100,2024-10-09 08:41:27.914000,78.0,84,91
89,7,72,100,2024-10-09 08:41:27.914000,66.0,98,88
90,7,83,100,2024-10-09 08:41:27.914000,50.0,87,62
91,7,88,100,2024-10-09 08:41:27.914000,98.0,75,70
92,8,17,100,2024-10-09 08:41:27.915000,97.0,63,74
93,8,20,100,2024-10-09 08:41:27.915000,85.0,67,83
94,8,13,100,2024-10-09 08:41:27.915000,99.0,66,61
95,8,12,100,2024-10-09 08:41:27.915000,93.0,73,71
96,8,166,100,2024-10-09 08:41:27.915000,62.0,91,63
97,8,181,100,2024-10-09 08:41:27.915000,92.0,68,72
98,8,189,100,2024-10-09 08:41:27.915000,75.0,92,53
99,8,103,100,2024-10-09 08:41:27.915000,93.0,80,69
100,8,110,100,2024-10-09 08:41:27.915000,100.0,88,73
101,8,72,100,2024-10-09 08:41:27.915000,65.0,60,96
102,8,61,100,2024-10-09 08:41:27.915000,91.0,60,52
103,9,20,100,2024-10-09 08:41:27.915000,62.0,90,55
104,9,13,100,2024-10-09 08:41:27.915000,84.0,66,81
105,9,166,100,2024-10-09 08:41:27.915000,71.0,66,62
106,9,17,100,2024-10-09 08:41:27.915000,84.0,51,92
107,9,49,100,2024-10-09 08:41:27.915000,60.0,60,60
108,9,24,100,2024-10-09 08:41:27.915000,62.0,83,51
109,9,71,100,2024-10-09 08:41:27.915000,55.0,82,55
110,9,132,100,2024-10-09 08:41:27.915000,50.0,92,60
111,9,118,100,2024-10-09 08:41:27.915000,73.0,71,59
112,9,60,100,2024-10-09 08:41:27.915000,81.0,84,63
113,9,36,100,2024-10-09 08:41:27.915000,67.0,82,91
114,9,175,100,2024-10-09 08:41:27.915000,79.0,69,63
115,9,57,100,2024-10-09 08:41:27.915000,89.0,50,73
116,9,39,100,2024-10-09 08:41:27.915000,71.0,79,78
117,10,12,100,2024-10-09 08:41:27.915000,72.0,58,83
118,10,13,100,2024-10-09 08:41:27.915000,74.0,64,92
119,10,166,100,2024-10-09 08:41:27.915000,72.0,51,82
120,10,20,100,2024-10-09 08:41:27.915000,65.0,85,92
121,10,17,100,2024-10-09 08:41:27.915000,70.0,87,67
122,10,8,100,2024-10-09 08:41:27.915000,94.0,73,98
123,10,45,100,2024-10-09 08:41:27.915000,77.0,80,82
124,10,145,100,2024-10-09 08:41:27.915000,55.0,84,54
125,10,180,100,2024-10-09 08:41:27.915000,82.0,94,79
126,10,73,100,2024-10-09 08:41:27.915000,61.0,96,62
127,11,13,100,2024-10-09 08:41:27.915000,54.0,78,82
128,11,12,100,2024-10-09 08:41:27.915000,73.0,79,81
129,11,166,100,2024-10-09 08:41:27.915000,62.0,63,91
130,11,20,100,2024-10-09 08:41:27.915000,76.0,76,62
131,11,111,100,2024-10-09 08:41:27.915000,88.0,95,72
132,11,94,100,2024-10-09 08:41:27.915000,57.0,57,54
133,11,150,100,2024-10-09 08:41:27.915000,75.0,98,79
134,11,190,100,2024-10-09 08:41:27.915000,90.0,75,76
135,11,42,100,2024-10-09 08:41:27.915000,94.0,89,69
136,11,188,100,2024-10-09 08:41:27.915000,72.0,76,60
137,12,20,100,2024-10-09 08:41:27.915000,92.0,75,81
138,12,166,100,2024-10-09 08:41:27.915000,50.0,89,93
139,12,13,100,2024-10-09 08:41:27.915000,69.0,85,96
140,12,12,100,2024-10-09 08:41:27.915000,57.0,87,83
141,12,17,100,2024-10-09 08:41:27.915000,73.0,55,79
142,12,138,100,2024-10-09 08:41:27.915000,69.0,83,51
143,12,168,100,2024-10-09 08:41:27.915000,67.0,78,99
144,12,159,100,2024-10-09 08:41:27.915000,50.0,63,95
145,12,157,100,2024-10-09 08:41:27.915000,78.0,95,76
146,12,143,100,2024-10-09 08:41:27.915000,74.0,62,64
147,13,13,100,2024-10-09 08:41:27.915000,87.0,81,65
148,13,17,100,2024-10-09 08:41:27.915000,69.0,56,84
149,13,166,100,2024-10-09 08:41:27.915000,70.0,58,93
150,13,20,100,2024-10-09 08:41:27.915000,81.0,88,61
151,13,12,100,2024-10-09 08:41:27.915000,60.0,92,56
152,13,84,100,2024-10-09 08:41:27.915000,93.0,90,96
153,13,35,100,2024-10-09 08:41:27.915000,84.0,64,95
154,13,104,100,2024-10-09 08:41:27.915000,73.0,98,76
155,13,67,100,2024-10-09 08:41:27.915000,97.0,51,86
156,13,191,100,2024-10-09 08:41:27.915000,72.0,89,62
157,13,167,100,2024-10-09 08:41:27.915000,73.0,67,71
158,13,5,100,2024-10-09 08:41:27.915000,59.0,62,68
159,14,166,100,2024-10-09 08:41:27.915000,78.0,87,86
160,14,12,100,2024-10-09 08:41:27.915000,62.0,96,60
161,14,20,100,2024-10-09 08:41:27.915000,94.0,66,75
162,14,13,100,2024-10-09 08:41:27.915000,98.0,84,57
163,14,17,100,2024-10-09 08:41:27.915000,54.0,90,76
164,14,27,100,2024-10-09 08:41:27.915000,84.0,94,78
165,14,118,100,2024-10-09 08:41:27.915000,91.0,58,50
166,14,178,100,2024-10-09 08:41:27.915000,57.0,97,60
167,14,171,100,2024-10-09 08:41:27.915000,75.0,58,98
168,14,101,100,2024-10-09 08:41:27.915000,94.0,50,56
169,14,78,100,2024-10-09 08:41:27.915000,80.0,73,88
170,14,51,100,2024-10-09 08:41:27.915000,50.0,91,84
171,15,20,100,2024-10-09 08:41:27.915000,94.0,54,80
172,15,13,100,2024-10-09 08:41:27.915000,61.0,76,92
173,15,12,100,2024-10-09 08:41:27.915000,70.0,55,80
174,15,17,100,2024-10-09 08:41:27.915000,71.0,95,77
175,15,166,100,2024-10-09 08:41:27.915000,53.0,85,78
176,15,168,100,2024-10-09 08:41:27.915000,82.0,70,83
177,15,88,100,2024-10-09 08:41:27.915000,52.0,75,68
178,15,190,100,2024-10-09 08:41:27.915000,52.0,63,57
179,15,101,100,2024-10-09 08:41:27.915000,71.0,74,95
180,15,3,100,2024-10-09 08:41:27.915000,63.0,67,54
181,15,59,100,2024-10-09 08:41:27.915000,86.0,88,89
182,15,169,100,2024-10-09 08:41:27.915000,58.0,55,58
183,16,13,100,2024-10-09 08:41:27.915000,78.0,58,64
184,16,12,100,2024-10-09 08:41:27.915000,67.0,62,77
185,16,17,100,2024-10-09 08:41:27.915000,67.0,99,85
186,16,20,100,2024-10-09 08:41:27.915000,83.0,85,57
187,16,166,100,2024-10-09 08:41:27.915000,86.0,88,95
188,16,23,100,2024-10-09 08:41:27.915000,58.0,64,61
189,16,112,100,2024-10-09 08:41:27.915000,97.0,100,73
190,16,51,100,2024-10-09 08:41:27.915000,88.0,96,53
191,16,125,100,2024-10-09 08:41:27.915000,62.0,66,73
192,16,47,100,2024-10-09 08:41:27.915000,68.0,86,53
193,16,100,100,2024-10-09 08:41:27.915000,80.0,77,91
194,16,105,100,2024-10-09 08:41:27.915000,57.0,67,85
195,17,20,100,2024-10-09 08:41:27.915000,68.0,88,53
196,17,17,100,2024-10-09 08:41:27.915000,88.0,74,92
197,17,13,100,2024-10-09 08:41:27.915000,89.0,75,71
198,17,12,100,2024-10-09 08:41:27.915000,92.0,73,84
199,17,166,100,2024-10-09 08:41:27.915000,98.0,87,69
200,17,64,100,2024-10-09 08:41:27.915000,81.0,74,72
201,17,200,100,2024-10-09 08:41:27.915000,98.0,96,96
202,17,186,100,2024-10-09 08:41:27.915000,76.0,50,92
203,17,141,100,2024-10-09 08:41:27.915000,92.0,76,75
204,17,55,100,2024-10-09 08:41:27.915000,83.0,81,74
205,18,17,100,2024-10-09 08:41:27.915000,82.0,53,59
206,18,12,100,2024-10-09 08:41:27.915000,51.0,94,85
207,18,20,100,2024-10-09 08:41:27.915000,70.0,90,95
208,18,166,100,2024-10-09 08:41:27.915000,67.0,86,94
209,18,13,100,2024-10-09 08:41:27.915000,51.0,56,75
210,18,45,100,2024-10-09 08:41:27.915000,53.0,86,61
211,18,47,100,2024-10-09 08:41:27.915000,92.0,64,95
212,18,64,100,2024-10-09 08:41:27.915000,53.0,100,63
213,18,128,100,2024-10-09 08:41:27.915000,50.0,75,56
214,18,56,100,2024-10-09 08:41:27.915000,83.0,87,93
215,19,20,100,2024-10-09 08:41:27.915000,55.0,50,97
216,19,166,100,2024-10-09 08:41:27.916000,55.0,52,99
217,19,12,100,2024-10-09 08:41:27.916000,90.0,60,91
218,19,13,100,2024-10-09 08:41:27.916000,65.0,93,83
219,19,17,100,2024-10-09 08:41:27.916000,85.0,71,68
220,19,179,100,2024-10-09 08:41:27.916000,89.0,59,89
221,19,136,100,2024-10-09 08:41:27.916000,85.0,71,67
222,19,8,100,2024-10-09 08:41:27.916000,80.0,98,59
223,19,148,100,2024-10-09 08:41:27.916000,60.0,91,99
224,19,84,100,2024-10-09 08:41:27.916000,68.0,79,70
225,19,191,100,2024-10-09 08:41:27.916000,89.0,60,87
226,19,116,100,2024-10-09 08:41:27.916000,61.0,72,94
227,20,20,100,2024-10-09 08:41:27.916000,75.0,61,80
228,20,13,100,2024-10-09 08:41:27.916000,89.0,53,71
229,20,166,100,2024-10-09 08:41:27.916000,74.0,77,97
230,20,17,100,2024-10-09 08:41:27.916000,69.0,99,76
231,20,12,100,2024-10-09 08:41:27.916000,82.0,90,70
232,20,75,100,2024-10-09 08:41:27.916000,63.0,56,54
233,20,50,100,2024-10-09 08:41:27.916000,64.0,91,67
234,20,170,100,2024-10-09 08:41:27.916000,86.0,64,91
235,20,194,100,2024-10-09 08:41:27.916000,63.0,63,85
236,20,98,100,2024-10-09 08:41:27.916000,61.0,81,71
237,20,49,100,2024-10-09 08:41:27.916000,65.0,78,74
238,20,89,100,2024-10-09 08:41:27.916000,86.0,50,61
239,20,58,100,2024-10-09 08:41:27.916000,59.0,70,94
